No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,Num of packets
46568,31.887771,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8664829 Win=2144256 Len=0,,,,,,,
46569,31.887771,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8667689 Win=2145024 Len=0,,,,,,,
46575,31.887771,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8670549 Win=2145024 Len=0,,,,,,,
46576,31.887771,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8679827 Win=2138624 Len=0,,,,,,,
46588,31.894274,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23752532 Win=7911 Len=0,,,,,,,
46589,31.894274,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23749672 Win=7907 Len=0,,,,,,,
46590,31.894274,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23753596 Win=7915 Len=0,,,,,,,
46622,31.904963,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23757886 Win=7907 Len=0,,,,,,,
46623,31.904963,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23760746 Win=7911 Len=0,,,,,,,
46624,31.904963,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23763240 Win=7911 Len=0,,,,,,,
46628,31.911961,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23770024 Win=7915 Len=0,,,,,,,
46629,31.911961,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23766100 Win=7911 Len=0,,,,,,,
46633,31.911961,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23777174 Win=7915 Len=0,,,,,,,
46634,31.911961,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23778238 Win=7915 Len=0,,,,,,,
46639,31.911961,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23782528 Win=7915 Len=0,,,,,,,
46648,31.913255,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23785388 Win=7915 Len=0,,,,,,,
46649,31.913255,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23790742 Win=7904 Len=0,,,,,,,
46652,31.914252,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23793602 Win=7911 Len=0,,,,,,,
46653,31.914252,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23794666 Win=7915 Len=0,,,,,,,
46662,31.914252,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23800386 Win=7903 Len=0,,,,,,,
46664,31.914252,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23802880 Win=7915 Len=0,,,,,,,
46691,31.926359,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23807170 Win=7915 Len=0,,,,,,,
46692,31.926359,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23810030 Win=7915 Len=0,,,,,,,
46695,31.926359,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23811094 Win=7915 Len=0,,,,,,,
46727,31.952355,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8682687 Win=2144000 Len=0,,,,,,,
46728,31.952355,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8685547 Win=2144000 Len=0,,,,,,,
46729,31.952355,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8688041 Win=2144256 Len=0,,,,,,,
46736,31.952355,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8696255 Win=2140416 Len=0,,,,,,,
46750,31.956486,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8699115 Win=2144000 Len=0,,,,,,,
46752,31.956951,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8701975 Win=2145024 Len=0,,,,,,,
46753,31.956951,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8704469 Win=2145280 Len=0,,,,,,,
46760,31.960315,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8708759 Win=2143232 Len=0,,,,,,,
46762,31.961026,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8712683 Win=2145280 Len=0,,,,,,,
46763,31.961026,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8711619 Win=2145024 Len=0,,,,,,,
46764,31.961026,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8718403 Win=2145280 Len=0,,,,,,,
46766,31.963426,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8726617 Win=2144000 Len=0,,,,,,,
46767,31.963426,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8723757 Win=2142464 Len=0,,,,,,,
46771,31.963426,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8729111 Win=2144256 Len=0,,,,,,,
46772,31.963426,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8741615 Win=2135808 Len=0,,,,,,,
46773,31.963426,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8744475 Win=2144000 Len=0,,,,,,,
46774,31.963426,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8745539 Win=2145280 Len=0,,,,,,,
46785,31.967582,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23813954 Win=7911 Len=0,,,,,,,
46786,31.967582,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23816814 Win=7914 Len=0,,,,,,,
46787,31.967582,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23819308 Win=7915 Len=0,,,,,,,
46804,31.977732,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23825028 Win=7903 Len=0,,,,,,,
46806,31.977732,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23827522 Win=7911 Len=0,,,,,,,
46810,31.98325,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23830382 Win=7911 Len=0,,,,,,,
46812,31.984682,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23833242 Win=7903 Len=0,,,,,,,
46813,31.984682,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23835736 Win=7911 Len=0,,,,,,,
46817,31.985051,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23838596 Win=7911 Len=0,,,,,,,
46818,31.985051,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23845380 Win=7893 Len=0,,,,,,,
46819,31.985051,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23848240 Win=7911 Len=0,,,,,,,
46820,31.985051,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23851100 Win=7914 Len=0,,,,,,,
46821,31.985051,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23852164 Win=7915 Len=0,,,,,,,
46822,31.985051,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23855024 Win=7911 Len=0,,,,,,,
46823,31.985051,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23857884 Win=7911 Len=0,,,,,,,
46824,31.985051,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23860378 Win=7911 Len=0,,,,,,,
46830,31.989075,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23863238 Win=7911 Len=0,,,,,,,
46831,31.989075,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23866098 Win=7914 Len=0,,,,,,,
46833,31.989075,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23868592 Win=7915 Len=0,,,,,,,
46855,31.998513,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23876806 Win=7896 Len=0,,,,,,,
